Código;Item;Estoque;Reservas;Preço;Localização;Código Adicional 1;Código Adicional 2;Código Adicional 3;Código Adicional 4;Código Adicional 5
30.512Q;INT. MONTANA 1.4 8V FLEX 2011...;0.0;0.0;254.68;BA/17;;;;;
30.513Q;SIL. MONTANA 1.4 8V FLEX 2011...;0.0;0.0;249.76;A/7;;;;;
30.616Q;SIL. SPIN 1.8 8V 12...;0.0;0.0;268.46;A/1-3;;;;;
01707-19684T;INT. HONDA NEW CIVIC 1.8 07/12;1.0;0.0;986.47;BA/20 ;19684T;10124W;HO6213M;;
10947T-521553W;SIL. CRONOS 1.3 8V/16V 2017/........;1.0;0.0;833.66;B/A CIMA 1;10947;521553;FT4435T;;
30.809Q;SIL. MONZA 82/90;0.0;0.0;175.99;C/17;;;;;
FT4621M;INT. TORO 1.8 16V FLEX 2015/.......;1.0;0.0;484.22;C/1;;;FT4621M;;
30.865Q;SIL. CELTA 1.0/1.4 07 A JUNHO DE 2009;0.0;0.0;244.5;A/7;;;;;
30.872Q;SIL. PRISMA 1.4 2006/2009;0.0;0.0;189.86;BA CIMA/1;;;;;
W7004;Anti Chama Vw Gol Bola G2 Mi 1.0 8v 97 98 99 2000 ;-3.0;0.0;0.0;A/6;;;;;
18077T;"SIL.UNIVERSAL  ENT./SAIDA 2.1/2""(63,50mm) CX 430mm";3.0;0.0;390.22;B/1 - 44;18077T;;;;
18642T-ML;"PONT.  HB20  CROMADA ENT.1.5/8""";2.0;0.0;389.6;;;;;;
40.952Q;SIL. FIESTA 1.0/1.3 96/...;0.0;0.0;199.15;BA CIMA/4;;;;;
40.964Q;SIL. KA 1.0 1.3 97/99 LONGO FINO;0.0;0.0;195.96;;;;;;
01709-HO6215M-19798T;INT. HONDA CITY 1.5 16V 2009...;2.0;0.0;780.4;F/7;19798T;10122W;HO6215M;;
FT4604E;TUBO INTERMED  TORO 1.8 16V FLEX 2015/.......;1.0;0.0;288.62;B/A - 5 ;;;FT4604E;;
67T;TUBO MOTOR CHEVETTE 78/91;0.0;0.0;260.14;B/A - 25 ;;;;;
01624-21540W;SIL. PALIO 1.6  1.8 16V 2003/2012/ETORQ;1.0;0.0;443.35;C/78 ;11771T;21540W-21563W;FT4417T;;
51.057Q;SIL. SIENA 1.0 1.3 TDS POP;1.0;0.0;240.77;A/9;;;;;
51.066Q;SIL. PALIO WEEK 1.5 1.6 POP;0.0;0.0;203.73;C/20;;;;;
00121-600T;TUBO MOTOR JEEP BANDEIRANTES 68/72 ;1.0;0.0;261.5;C/122;600T;71305W;;;
11910T;TUBO MOTOR FRONTIER 2.5L 16V 2008/2016 ;1.0;0.0;877.0;B/1 - 14 ;11910T;;;;
11906T;TUBO TERM HILUX 2.7 16V 2009/2015;1.0;0.0;554.4;C/101 ;;;;;
00554-61522SPW;SIL. LOG/VER 1.6 1.8 93/96;5.0;0.0;471.45;A/5 - 4 *;298T;61522W;VW0202T;;
11577T-21621SP;TUBO MOTOR  STILLO 1.8 8/16V 2002/2005 C/FLEXIVEL;1.0;0.0;1344.44;B/1 - 23;11577T;21621W;FT4012D-FT4013D;;
01802-RN6010M;INT. RENAULT CLIO 1.6 95/99;0.0;0.0;584.7;C/14 ;19055T;90107W-NF;RN6010M;;
6342;SIL. FIESTA 1.0 HACTH ASPIRADO CURTO;0.0;0.0;327.6;BA/CIMA 1;;;;;
781BT;TUBO INT. MERC 1113 / 1114 MEDIO TURBO;0.0;0.0;0.0;E/12;;;;;
781DT;TUBO INT. MERC. 608-D 608-E  708 71/80;0.0;0.0;68.6;E/13;;;;;
11459T-VW0324M;INT. UP 1.0  12V 2014/.......;1.0;0.0;573.41;SL/9 ;11459T;;VW0324M;;
10930T;SIL. UNO 1.0 6V 3CIL 2017/2020;1.0;0.0;733.15;C/69;10930T;;;;
A10401;TUBO TERM. RANGER 2.5 4.0 SIM/ DUPL/ EST;1.0;0.0;234.0;SL/11;;;;;
A20306;SIL. CITROEN XANTIA 3.0 24V V6;1.0;0.0;545.0;SL/55;;81515;;A20306;
A20353;SIL. CITROEN C5 2.0 16V;1.0;0.0;630.0;C/76;;;;;
A20405-ML;SIL. CHRYSLER NEON 2.0 ;1.0;0.0;1200.0;SL/5;;;;A20405;
A20422;TUBO TERM. DODGE DAKOTA V6/V8;1.0;0.0;200.0;SL/4;;;;;
01810-19068T;INT. RENAULT MEGANE/SCENIC 1.6 16V 99/01;2.0;0.0;308.34;C/14 ;19068T;90101W;RN6008M;;
A21021;SIL. KIA SEPHIA GTX C/2 SAIDA zebra;0.0;0.0;538.0;B/A CIMA 4 ;;;;;
A21321;INT. PAJERO SPORT 4WD ;1.0;0.0;328.4;SL/2;;;;;
A21331;Silencioso De Escape Mitsubishi Lancer 94 A 01;1.0;0.0;578.0;SL/1;;;;;
A21733;TUBO TERM. TOYOTA HILUX SW4 2.8 92/9;1.0;0.0;168.0;C/123;;;;;
A21770;SIL. PASSAT / VARIANT;1.0;0.0;934.0;C2 CIMA *;;;;;
DV6016T;SIL. RENAULT EXPRESS;1.0;0.0;245.0;C/63;;;;;
RN6028T;SIL. RENAULT MASTER 2.5 BUS 16 CD;0.0;0.0;465.0;;;;;;
RN6030T-DV6030T;SIL. RENAULT MASTER 2.8 2003;1.0;0.0;1296.0;SL/9;;;;;
DV6209T;SIL. HONDA ACCORD LX 2.2 SW 94/97;1.0;0.0;1340.0;SL/1;;;;;
11523W-HO6211T;SIL. HONDA NEW FIT 1.4 1.5 2009/2014;1.0;0.0;720.4;A/3 - 1 CIMA;19772T;111523W;HO6212;;
01810-19243T;INT. RENAULT MEGANE / SCENIC 2.0 16V 98/00;3.0;0.0;350.2;C/40 ;19243T;90102W;RN6007M;;
DFX101-10;KIT 10 DISFLEX ;5.0;0.0;450.0;C/12;;;;;
DV6305T;SIL. JEEP TROLLER GASOLINA 99...;0.0;0.0;370.0;F/12 ;;;;;
DV6504T;SIL. CITROEN XANTIA ZX 2.0 16V 95/....;1.0;0.0;515.0;C/97 ;;;;;
02208-80142SP;INT. CITROEN  C 3   1.4 8V 2003/2012 (VEJA OBS);0.0;0.0;672.4;BA/6;;;;;
HU7010Z;Filtro Oleo Sprinter 2009/... (Refil) ;3.0;0.0;49.9;;;;;;
DV6804M+;INT. PEUGEOT 306 XS/XI 1.8 2.0 95/96;0.0;0.0;673.17;BA/7;;;;;
FR3107T;SIL. MONDEO 1.8 SEDAN / SW 94/96;0.0;0.0;441.0;H-01;;;;;
10911T-540791W;TUBO EXT ONIX 1.0 L 12V DOCH L3 2020/..TDS;0.0;0.0;717.4;B/1 - 18 *;10911T;540991W;;;
580720W;TUBO EXT CRETA 1.6 16V 2016/2021;0.0;0.0;0.0;B/1;;580720W;HY7509E;;
SA5001;VARETA DE SOLDA 2.38mm (MEDIA);21.5;2.0;34.9;B/1;;;;;
01811-19149T-90112;INT. RENAULT KANGOO 1.6 8v;3.0;0.0;502.69;B/A 5 ;19149T;90112W;RN6015M;;
GM2213T;SIL. VECTRA GLS 8V ESPORT C/ PONT;0.0;0.0;420.0;SL/55;;;;;
GR011;SAPATA  ELEVADOR QUADRADA 104MM* ;0.0;0.0;40.0;;;;;;
SA016;LONA P/ ADAPTAÇÃO 80MM;0.0;0.0;17.65;;;;;;
SA017;LONA P/ ADAPTAÇÃO 100MM;0.0;0.0;4.1;;;;;;
SA023;LONA P/ ADAPTAÇÃO 120MM;0.0;0.0;4.12;;;;;;
SA1002;"FLEXIVEL UNIVERSAL  Ø 1.3/4""  X 200 mm  GRANADA";2.0;0.0;252.0;;FG134GRANADA;;;;
CI300;"CURVA INOX 304 3"" 1.5MM ESPESSURA ";23.0;0.0;74.45;;EL36-CURVAS3;;;;
SA1019;FLEX UNIVERSAL / TURBO BESTA  210 X 51,7 X 51,7;0.0;0.0;335.66;;;;;;
SA1020;"FLEXIVEL UNIVERSAL Ø 2.1/2""  x 100mm";2.0;0.0;320.45;;;;;;
SA3010;"FLEX  Ø 3"" X 150 mm";3.0;0.0;261.65;;FM300;;;;
01553-60180W;INT. GOL / SAV/ VOY/FOX/CROS - 1.6 8V 09 ;0.0;0.0;284.23;A/4 - 3;11413T-11423T;60180W;VW0421M;;30168N
01815-19276T-90108;INT. RENAULT CLIO 1.0 16V 00... HATCH/SEDAN;2.0;0.0;259.9;C/105 ;19276T;90108W;RN6014M;;
10877T;SIL. KA 1.0 12V 2015/.......HACTH/SEDAN;2.0;0.0;749.81;C/26;10877T;;;;
P01B;"PONT. INOX  DUPLA ENT.2.1/2"" SAIDA 3 1/2"" 215MM";1.0;0.0;194.5;;;;;;
06526-DV6526E-511269;TUBO INT. RENEGADE 1.8 16V 4X2 2015/.....;1.0;0.0;180.0;C/122;;;DV6526E;;
SA1042;"FLEXIVEL UNIVERSAL  Ø 1.3/4"" X 200mm";15.0;0.0;200.45;;;;;;
SA953;PARAFUSO KIT COROLLA DIANTEIRO TODOS ROSCA  21mm;0.0;0.0;350.4;;PK442;;;;
VB300;"ABRAÇADEIRA V BAND 3"" INOX 304 ( COMPLETA)";10.0;0.0;141.35;;EL47-VBAND3;;;;
SA118;"ABRAÇADEIRA TIPO G 3"" REFORÇADA";14.0;0.0;0.0;;;;;;
SA138;"ABRAÇADEIRA MERCEDES 2""";3.0;0.0;33.61;;;;;;
SA143;SUPORTE INT. TEMPRA 8V 16V;2.0;0.0;15.6;;;;;;
SA271;COXIM DAILY TRASEIRO ;8.0;0.0;0.0;;MS30060;GR940;;;
01816-19094T;INT. RENAULT CLIO 1.6 16V 99/05;1.0;0.0;345.18;C/8;19094T;90109W;RN6020M;;
SA3454;JTA COLETOR TOYOTA ETIOS;8.0;0.0;68.0;;3454HPCH;;;;
SA3240;JTA ESCAPE JEEP 6CC 60/1975 Ø 40mm;0.0;0.0;0.0;;3240HPCH;;;;
SA3246;JTA INTERMED.ESCAP FIESTA/FOCUS/ECOSPORT 2.0 16V;0.0;0.0;0.0;;3246HPCH;;;;
SA3455;JTA  CATALISADOR HONDA FIT ;9.0;0.0;50.0;;;;;;
SA3265;JTA ESCAP KA/FIESTA/ECOSPORT ZETEC 1.0/1.6 99/03;0.0;0.0;0.0;;3265HPCH;;;;
SA3266;JTA ESCAP. FIESTA COURIER 1999 Ø 61mm;7.0;0.0;0.0;;3266HPCH;;;;
SA3300;JTA ESCAPE FRONTIER 2.8 2003;0.0;0.0;0.0;;3300HPCH;;;;
AB0005-07021;"DISCO FLAP G-36 4.1/2 "" X 1.0 X 22.23  DIS-FLEX";6.0;0.0;6.6;;;;;;
SA3327;JTA ESCAPE SPORTAGE 2.0 16V/2.7 V6 SECUNDARIA;-2.0;0.0;16.4;;3327HPCH;;;;
SA3356;JTA ESCAP. KANGOO;5.0;0.0;0.0;;3356HPCH;;;;
01817-19386;TUBO INT. RENAULT TRAFFIC CURTO 92;1.0;0.0;224.44;C/91;19386T;91201W;RN6002E;;
SA3360;JTA ESCAPE ELANTRA/TUCSON 97/00;-7.0;0.0;0.0;;3360HPCH;;;;
SA3361;JTA ESCAPE CLIO 1.6 8V / PAJERO;-3.0;0.0;35.0;;3361HPCH;;;;
SA3371;JTA ESCAPE TRITON L200 3.5 V6 2008 TRASEIRO;0.0;0.0;0.0;;3371HPCH;;;;
SA3372;JTA ESCAPE SUZUKI VITARA;0.0;0.0;0.0;;3372HPCH;;;;
SA3386;JTA ESCAP. I30;2.0;0.0;8.0;;3386HPCH;;;;
SA3102;JTA ESCAP. PALIO/IDEA/STRADA/DOBLO/STILO 1.8;-1.0;0.0;13.0;;3102HPCH;;;;
SA874;CINTA UNIVERSAL ;3.0;0.0;171.0;;;;;;
SA545;JTA COLET. ESCAP OM 355/6 E 326;2.0;0.0;6.8;;;;;;
SA549;PARAFUSO KIT HONDA FIT TDS CURTO;2.0;0.0;92.0;;GR931;;;;
SA552;JTA F-1000/D20 TURBINA GRANDE Ø 75mm interno;0.0;0.0;5.6;;3181HPCH;;;;
KT4308;Tubo Flexível Escape Uno Economy Kit Instalação;2.0;0.0;350.43;C/50;;;;;
SA3363;JTA COLETOR RENAULT CLIO/MEGANE 1.8/2.0 16V;20.0;0.0;67.0;;3363HPCH;;;;
SA3461;JTA COLETOR HONDA CIVIC Si 2.0 2006/2011;8.0;0.0;85.0;;3461HPCH;;;;
SA701;ARRUELA JUNÇÃO  PEUGEOT 206/306 - CITROEN;4.0;0.0;5.9;;;PK430;;;
SA704A;PARAFUSO KIT PEUGEOT/CITROEN ATÉ 09/2007 ;2.0;0.0;36.0;;GR704A;PK436;;;
SA709;JTA ANTI-RUIDO DA MOLA 206/306/C3;30.0;0.0;2.2;;;;;;
SA898;SUPORTE INTER. D10/ D20 LD;1.0;0.0;250.0;;;;;;
SA899;SUPORTE INTER. D10/ D20 LE;-1.0;0.0;80.0;;;;;;
SA901;"ARRUELA LISA 3/8""";-19.0;0.0;0.5;;;;;;
SA920A-PORCA;PORCA SEXTAVADA 5/16';28.0;0.0;0.7;;;;;;
SA967;PORCA M8 AUTO TRAVANTE C/ NYLON;1.0;0.0;0.0;;;;;;
01822-19416T;INT. RENAULT SANDERO 1.6 16V 2008/14;3.0;0.0;468.0;D/12 ;19416T;90122W;RN6023M;;10601N
SA919;PORCA SEXTAVADA M-8 FLANGEADA -;93.0;0.0;2.5;;PK288;;;;
SA988;"PRISIONEIRO 3/8"" X 2"" ORIG. OPALA NC/NF";56.0;0.0;0.0;;;;;;
SA990;"PRISIONEIRO 3/8"" X 1.7/8 D10/D20";78.0;0.0;5.0;;;;;;
SA991;"PRISIONEIRO 3/8"" X 1.3/4 OPALA/CARAVAN TDS";67.0;0.0;5.6;;;;;;
TO5401F;TUBO TERM. HILLUX 3.0 DIESEL;1.0;0.0;364.0;C/124;;;;;
SA956;MOLA KIT COROLLA TRASEIRO TODOS  MOLA 40mm;6.0;0.0;1450.0;G/9;;;;;
00012-50108W;INT. ESCORT / APOLO / VERONA 1.8 90/91;1.0;0.0;486.27;G/11;75T;50108W;VW0201M;;
00018-8BT;ABAFADOR CORCEL II (MARMITA);2.0;0.0;184.7;E/12;8BT;50100W;FR3001A;;
00030-121T;INTER CHEVETTE TODOS ++;3.0;0.0;145.66;C/67;121T;41001W;GM2001M;;
94701199;Escape Silencioso Chevrolet Vectra Sedan GENUINO;-1.0;0.0;0.0;C/75 *;;;;;
01822-90122W;INT. RENAULT SANDERO 1.6 16V  2008/2014;5.0;1.0;416.3;D/12 ;19416T;90122W;RN6023M;;10601N
39T-51225;INT. CORCEL I 72/77 ;1.0;0.0;507.38;BA/28;39T;;;;
00085-78T;INT. ESCORT / VERONA 1.6 83/91;2.0;0.0;692.54;G/7 *;78T;50109W;FR3204M;;
00134-60117SP;ABAFADOR PASSAT 1.8;1.0;0.0;397.85;C/47  ;244T;60117W;VW0107M;;
00182-284T-60105;ABAFADOR GOL/STN/SAV/VOY 1.8/2.0 .../91;2.0;0.0;305.16;C/38 *  ;284T;60105W;VW0405M;;
00195-37T;INT. F1000/F2000 ...92 40003.9 08/95;2.0;0.0;355.4;C/96 ;37T;51203W-NF;FR3803E-FR3806E;;
00237-62T;INT. PAMPA 1.6 CHT 81/91 ;2.0;0.0;325.17;G/6;62T;50129W;FR3006M;;
00253-VW0421M-250T;INT. GOL GTS 1.8 87/90;0.0;0.0;587.41;B/A - 2;250T;60171W;VW0421M;;
00255-266T;ABAFADOR SANTANA/VERS/QUANT 1.8/2.0 .../91;1.0;0.0;347.66;C/38 ;266T;60103W;VW0302M;;
00256-267T;INT. SANTANA/QUANTUM 1.8 2.0 ...91;2.0;0.0;400.2;BA/CIMA 3;267T;61001W;VW0303M;;
00282-64BT;INT. ESCORT 1.6 86/91;1.0;0.0;395.19;F/5 ;64BT;50107W;FR3203M;;
01823-19432T;INT. RENAULT SANDERO 1.6 8V 08.../ LOGAN 15/17;5.0;0.0;350.2;D/9;19432T;90121W;RN6025M;;
00291-176T;INT. MONZA 1.6 1.8 2.0 82/90;2.0;0.0;415.2;E/9 ;176T;40103W;GM2006M;;
00295-196T;INT. KADETT 1.8 2.0 89/96;2.0;0.0;422.42;G/9;196T;40110W;GM2009M;;1721N
00343-163T-40111SP;INT. IPANEMA 1.8 2.0 89/96;2.0;0.0;518.65;G/2;163T;40111W-NF;GM2012M;;
00377-20100W;INT. UNO / PREMIO / ELBA 84/99 ;10.0;0.0;229.86;D/21;314T;20100W;FT4201M;;1940N
00377-314T;INT. UNO / PREMIO / ELBA 84/99 ;2.0;0.0;266.94;C/60 *;314T;20100SP;FR4201M;;1940N
00397-60102SP-288T;ABAFADOR GOL/STN/SAV/VOY 1.6 CHT 90/91;1.0;0.0;311.6;C/28;288T;60102W;VW0404M;;
KT944;Kit 8 Prisioneiros De Escape Gm Chevrolet Corsa;0.0;0.0;0.0;C/28;;;;;
00431-77T;INT. PAMPA 1.8 ...91;1.0;0.0;715.81;F/6;77T;50112W;FR3007M;;
00433-76T;INT. DEL REY / BELINA 1.8 90/91;1.0;0.0;425.22;C/33;76T;50123W;FR3005M;;
00444-256T-60100W;INT. GOL / PAR 1.6 1.8 2.0 95/96;3.0;0.0;345.18;C/5 ;256T;60100W;VW0408M;;1551N
01824-19431T;INT. RENAULT SANDERO 1.0 16V 08...;2.0;0.0;300.15;B/A - 7;19431T;90120W;RN6027M;;
IDEA1CMPLT;Escape Fiat Idea 1.8 Motor GM 06/10 Coxim Junta;0.0;0.0;322.88;C/5 *;;;;;
00487-191T;INT. MONZA 1.8 2.0 91/92;2.0;0.0;445.23;G/10;191T;40152W;GM2007M;;
00543-263-61012;INT. GOL GTS 1.8 GTI 2.0 92/94;1.0;0.0;836.4;D/11 ;263T;61012W;VW0407M;;
00552-53T;INT. ESCORT / VERONA / LOGUS 1.6 1.8;1.0;0.0;429.31;D/18 ;53T;60122W;VW0203M;;
00557-278T;INT. SANTANA/QUANTUM 1.8 2.0 92/96;2.0;0.0;437.23;F/8;278T;61002W;VW0304M;;
FR3804F;TUBO TERM. F4000 MWM 74/... CURTO;0.0;0.0;119.65;C/3 ;;;;;
00558-VW0202M-14T;INT. ESCORT / VERONA 1.0 1.8 92 HOBBY;1.0;0.0;441.92;E/9 ;14T;50102W;VW0202M;;
00607-12T;INT. ESCORT / VERONA 1.0 1.6 92...;1.0;0.0;520.26;F/1;12T;50110W;FR3205M;;
00609-73T;INT. PAMPA 1.6 1.8 92/96;2.0;0.0;471.17;G/3 ;73T;50130W;FR3008M;;
00634-54T;INT. ESCORT / VERONA / POI / LOGUS 1.8 2.0;2.0;0.0;475.23;D/19 *;54T;60126W;VW0204M;;
01825-19688T;INT. RENAULT MEGANE 1.6 16V GRAN 07;2.0;0.0;440.22;C/47 ;19688T;90126W;RN6029M;;
00662;INT. FIESTA 1.3 ...95;2.0;0.0;460.4;B/A - 22;10049T;50111W;FR3601M;;
00665-10052-FR3602M;INT. FIESTA 1.0 1.3 96...*;2.0;0.0;405.21;G/4 *;10052T;50110W-NF;FR3602M;;
00690-10057;INT. ESCORT 1.8 16V ZETEC LONGO;1.0;0.0;511.7;D/7 *;10057T;50103W-NF;FR3207M;;
00702-178T;INT. MONZA 1.8 2.0 92...;2.0;0.0;425.22;G/11;178T;40139W;GM2008M;;
00704-130T;INT. OMEGA 2.0 4CC ...94;1.0;0.0;643.44;SL/5;704;40121W;GM2201M;;
00710-40148;INT. OMEGA SUPREMA 2.0 4CC 92/94;1.0;0.0;705.4;SL/11;130T;40148W;GM2208M;;
00715-10603T;INT. VECTRA 2.2 8V / CD 16V ;2.0;0.0;565.29;G/8 ;10603T;40118W;GM2218M;;1465N
KT525;KIT JUNTA PARAFUSO PORCA GOL SANTANA PARATI;0.0;0.0;0.0;G/8 ;;;;;
00740-165T;INT. VECTRA GLS ...95;1.0;0.0;425.22;BA/20 ;165T;40119W;GM22415M;;
00747-123T;INT. CORSA 1.0 1.4 1.6 HATCH / SEDAN;16.0;0.0;313.26;E/3 ;123T;40104W;GM2601M;;1844N
01827-19414T;INT. RENAULT LOGAN 1.0 16V 08...;2.0;0.0;330.19;D/8 ;19414T;90123W;RN6024M;;
KST974;KIT 20 Parafusos Sextavados M8X40mm ;0.0;0.0;0.0;E/3 ;;;747I;;
00757-10562T;INT. CORSA PICK-UP 1.6 95...;1.0;0.0;405.21;D/15 ;10562T;40108W;GM2605M;;
00759-10575T;INT. VECTRA GLS 8V ...99;2.0;0.0;505.26;B/A - 22;10575T;40132W;GM2217M;;1862N
00759-40132SP-NC;INT. VECTRA GLS 8V ...99;0.0;0.0;492.88;B/A - 22;10575T;40132W;GM2217M;;1862N
00764-40107SP;INT. ASTRA ATE 96 GLS;1.0;0.0;573.3;D/16;10551T;40107W-NF;GM2401M;;
00767-10553T-40112;INT. ASTRA WAGON 2.0 95/96;2.0;0.0;454.11;D/8 ;;;;;
00771-40114SP-10586T;INT. KADETT 1.8 2.0 ...97 C/FLANGE;2.0;0.0;482.26;D/15 ;10586T;40114W;GM2010M;;
00784-10544-40133;INT. OMEGA 2.2 4CC 95...;1.0;0.0;719.4;SL/6;10544T;40133W;GM2202M;;
00787-40135;INT. OMEGA 4.1 4.1 95 a 98 DIREITO;1.0;0.0;990.4;SL/7;10547T;40135W;GM2205M;;
00788-10548T-40134;INT. OMEGA 4.1 6CC LE 95...;3.0;0.0;585.4;SL/7;10548T;40134W;GM2206M;;
01561-11142T;INT. GOLF / AUDI 1.6 98/2013;1.0;0.0;381.2;C/45;11142T;60139W;VW0313M;;
01828-19409T;INT. RENAULT LOGAN 1.6 8V 08/14;2.0;0.0;380.19;D/5;19409T;90124W;RN6022M;;
01301-41211SP;INTER. BLAZER/S10 2,4  2008/2010;1.0;0.0;300.4;C/1;10739T;41211W;GM2810E;;
00799-40160S;INT. S-10  CAB SIMPLES / BLAZER  2.2 ...95/97;0.0;0.0;665.4;C/86 ;;;;;
00802-341T;INT. TEMPRA 2.0 8V ...92;3.0;0.0;719.41;B/A - 10 *;341T;20135W;FT4601M;;
00805-20136;INT. TEMPRA 2.0 16V ...94 -(VEJA 826A);1.0;0.0;719.4;BA/9;356T;20136W;FT4604M;;
SA0008;DISCO DESBASTE CLASSIC BDA 600 180 X 6.4 X 22.23MM;0.0;0.0;0.0;E/3 *;;;;;
00811-360T;INT. FIORINO 94... ++;0.0;0.0;247.53;A/5-6;360T;20102W;FR4202M;;1951N
00819-11546T-20119;INT. TIPO 1.6 95...;1.0;0.0;448.22;C/12;11546T;20119W;FT4002M;;
00825A-;INT. TEMPRA 2.0 8V 93/99 C/ 2 SUPORTES;1.0;0.0;518.4;D/14;11543T;20101W;FT4603M;;
00826A-20136SP-11537;INT. TEMPRA 2.0 16V 95...;1.0;0.0;719.4;BA/6;11537T;20136W;FT4605M;;
00834-11547T;INT. PALIO/ SIENA 1.0 1.3 96/04 E 09/11 Ø 42mm FIN;6.0;0.0;295.14;B/A - 3 *;11547T;20110SP;FT4403M;;1973N
01829-19433T;INT. RENAULT LOGAN 1.6 16V 08...;2.0;0.0;435.21;BA/28;19433T;90125W;RN6026M;;
AB0007;"DISCO FLAP 7"" G 40 EVOLUTION";0.0;0.0;0.0;B/A - 1;;;;;
00836-11550T;INT. PALIO/ SIENA 1.6 16V 96/2000 48mm;1.0;0.0;335.16;D/17;11550T;20111W;FT4440M;;1980N
00836-20111W;INT. PALIO/ SIENA 1.6  16V 96/2000 48mm ;4.0;0.0;315.51;D/17;11550T;20111W;FT4404M;;1980N
00840-11557T;INT. PALIO WEEKEND 1.0 1.3 1.5 1.6;2.0;0.0;401.95;B/A - 3 *;11557T;20115SP;FT4406M;;40639N
KT1567;Kit Coletor Escape Vw Kombi/gol 09 Junta Prisionei;0.0;0.0;531.4;D/11 ;;;;;
00884-11087T-60119W;INT. KOMBI 97/97;3.0;0.0;470.26;D/11 *;11087T;60119W;VW0109M;;
00889-11084T;INT. GOL / PARATI 1.6 1.8 MI/AP 50,80mm GROSSO;2.0;0.0;345.0;A/2 - 3;11084T;60101W;VW0402M;;E1774N
00913-10063T;INT. COURIER 1.0 1.3  97/99;1.0;0.0;443.44;F/11;10063T;50117W;FR3604M;;
00915-10065T;INT. COURIER 1.4 16V;6.0;0.0;425.22;B/A - 26;10065T;50119W;FR3605M;;
00917-FR3603M-10055T;INT. FIESTA 1.4 16V 96/99;3.0;0.0;501.41;F/9;10055T;50106WNF;FR3603M;;
01830-19620T;INT. RENAULT DUSTER 1.6 16V 12... +;5.0;1.0;400.2;E/5;19620T;90111W-NF;RN6031N;;10674N
CT6904E;TB INTERMED. CITROEN C4 VTR 2.0 2006/2009;1.0;0.0;446.48;C/97 ;;;CT6904E;;
00973-40101;INT. SILVERADO 4.1 MPFI   C20 CAB.SIMPLES 95/96;2.0;0.0;681.4;C/2 CIMA;10730T;40101W;GM2805M;;
00975-10593T;INT. ASTRA SEDAN/HATCH 1.8 2.0 8V 98/01;4.0;0.0;485.25;BA/17;10593T;40120W;GM2403M;;21604N
00977-40150;INT. SUPREMA 3.0 6CC LD;4.0;0.0;604.4;SL/8 ;156T;40150W;GM2211M;;
00978-40149;INT. SUPREMA 3.0 6CC LE;3.0;0.0;667.4;SL/43;154T;40149W;GM2210M;;
00986-VW0409M;INT. SAVEIRO MI 97...;2.0;0.0;692.4;D/4 ;11101T;60106W-NF;VW0409M;;
00989-11099T;INT. POLO / CORDOBA / IBIZA 95...;7.0;0.0;376.19;C/46 ;11099T;60113W;VW0301W;;
00991-11102T;INT. SANTANA/QUANTUM 1.8 2.0 97 MI;2.0;0.0;454.2;E/1;11102T;61003W;VW0305M;;31715N
00991-61003W;INT. SANTANA/QUANTUM 1.8 2.0 97 MI ;0.0;0.0;460.6;E/1;11102T;61003W;VW0305M;;31715N
00993A-11199T;INT. SAVEIRO 1.6/2.0 97/... C/DOIS SUPORTES LONGO;4.0;0.0;475.23;D/2;11199T;60121W;VW0420M;;30674N
01832-10439T;INT. RENAULT DUSTER 2.0 2013... /CAPTUR 4X2+;3.0;0.0;410.23;D/9;10439T;90129W;RN6032M;;
00993A-60121W;INT. SAVEIRO 1.6 2.0 97/... C/ DOIS SUPORTES LONGO;0.0;0.0;442.06;D/2 *;11199T;60121W;VW0420M;;30674N
01200-10363;INT. FORD KA 1.0 97/98 S/ FLEX S/ ABAFADOR;2.0;0.0;203.4;C/91;10363T;2123189W-NF;GM3405E;;
01201-10348T;INT. FORD KA 1.0 99... C/ ABAF S/ FLEX ;2.0;0.0;295.14;D/14;10348T;50128W;FR3401M;;1460N
01205-50103SP;INT. ESCORT 1.8 16V ZETEC LONGO;0.0;0.0;660.4;G/2;10057T;50103W;FR3207M;;
01208-10088T;INT. COURIER 1.6 ...99/;1.0;0.0;354.29;F/1;10088T;50118W;FR3608M;;50699N
01260-10160T;TUBO INT. FORD KA 96/2006 ZETEC ROCAM S/ABAFA;2.0;0.0;235.11;F/1*;10160T;51204W;;;
01210-10109T;INT. FIESTA 1.0 ZETEC ROCAM 99/01 ;2.0;0.0;315.15;F/4   *;10109T;50114W;FR3606M;;
01212-10111T;INT. FIESTA SEDAN 1.0/1.6 01/04;1.0;0.0;350.2;B/A - 2;10111T;50127W;FR3610M;;
01215-10120T;INT. FIESTA 1.0 1.6 ZETEC 02/05 - ECOSPORT 04/05 ;2.0;0.0;370.21;D/12 ;10120T;50132W;FR3609M;;1791N
KT140-2;Kit Borracha Coxim Escapamento Fiat Strada;0.0;0.0;374.6;D/12 ;;;;;
01902-19292T;INT. PEUGEOT 206 1.6 16V 01...;3.0;0.0;425.22;B/A - 7;19292T;80101W-NF;PG6802M;;
01217-10139TNC;INT. ESCORT UNIVERSAL ZEBRA;0.0;0.0;317.6;D/4 ;;10139T;;;
01218-10146T;INT. ECOSPORT 2.0 16V 04...+;2.0;0.0;422.23;F/13;10146T;50137W;FR3416M;;
